ocel_id;ocel_type
hu296;Handling Unit
hu308;Handling Unit
hu314;Handling Unit
cr49;Container
hu318;Handling Unit
hu298;Handling Unit
hu319;Handling Unit
hu320;Handling Unit
hu301;Handling Unit
td34;Transport Document
cr111;Container
hu315;Handling Unit
cr23;Container
hu326;Handling Unit
hu328;Handling Unit
hu321;Handling Unit
hu330;Handling Unit
hu313;Handling Unit
hu332;Handling Unit
hu312;Handling Unit
hu327;Handling Unit
hu322;Handling Unit
hu329;Handling Unit
hu317;Handling Unit
hu325;Handling Unit
cr110;Container
co47;Customer Order
hu338;Handling Unit
cr73;Container
hu334;Handling Unit
co48;Customer Order
hu336;Handling Unit
hu335;Handling Unit
hu333;Handling Unit
hu331;Handling Unit
hu341;Handling Unit
td35;Transport Document
co49;Customer Order
hu324;Handling Unit
cr79;Container
td36;Transport Document
hu344;Handling Unit
co50;Customer Order
hu337;Handling Unit
hu348;Handling Unit
hu323;Handling Unit
hu343;Handling Unit
hu346;Handling Unit
hu347;Handling Unit
hu339;Handling Unit
cr81;Container
hu351;Handling Unit
hu345;Handling Unit
hu316;Handling Unit
hu340;Handling Unit
hu352;Handling Unit
hu342;Handling Unit
hu354;Handling Unit
td37;Transport Document
hu287;Handling Unit
td38;Transport Document
td39;Transport Document
cr96;Container
co51;Customer Order
cr104;Container
cr105;Container
td40;Transport Document
hu360;Handling Unit
cr83;Container
hu361;Handling Unit
hu368;Handling Unit
hu370;Handling Unit
hu350;Handling Unit
co52;Customer Order
hu355;Handling Unit
hu364;Handling Unit
hu357;Handling Unit
td41;Transport Document
td42;Transport Document
hu349;Handling Unit
co53;Customer Order
hu373;Handling Unit
hu362;Handling Unit
hu365;Handling Unit
cr55;Container
hu379;Handling Unit
hu372;Handling Unit
hu371;Handling Unit
hu359;Handling Unit
hu369;Handling Unit
hu367;Handling Unit
hu374;Handling Unit
hu353;Handling Unit
hu377;Handling Unit
hu378;Handling Unit
cr74;Container
cr117;Container
hu385;Handling Unit
hu380;Handling Unit
hu388;Handling Unit
hu383;Handling Unit
hu389;Handling Unit
hu375;Handling Unit
hu387;Handling Unit
td43;Transport Document
hu391;Handling Unit
hu366;Handling Unit
hu381;Handling Unit
hu363;Handling Unit
hu382;Handling Unit
hu358;Handling Unit
hu384;Handling Unit
hu356;Handling Unit
hu390;Handling Unit
cr75;Container
hu392;Handling Unit
cr53;Container
hu399;Handling Unit
hu386;Handling Unit
cr112;Container
hu403;Handling Unit
hu396;Handling Unit
cr103;Container
co54;Customer Order
hu393;Handling Unit
hu415;Handling Unit
vh3;Vehicle
hu395;Handling Unit
td44;Transport Document
hu398;Handling Unit
hu394;Handling Unit
hu401;Handling Unit
hu409;Handling Unit
cr94;Container
hu404;Handling Unit
hu400;Handling Unit
hu397;Handling Unit
hu420;Handling Unit
hu411;Handling Unit
hu376;Handling Unit
hu419;Handling Unit
hu405;Handling Unit
co55;Customer Order
hu418;Handling Unit
hu407;Handling Unit
hu413;Handling Unit
hu417;Handling Unit
hu416;Handling Unit
hu402;Handling Unit
td45;Transport Document
cr62;Container
hu422;Handling Unit
cr91;Container
cr115;Container
hu421;Handling Unit
hu433;Handling Unit
co56;Customer Order
hu428;Handling Unit
hu425;Handling Unit
hu412;Handling Unit
hu435;Handling Unit
hu414;Handling Unit
hu434;Handling Unit
hu430;Handling Unit
hu406;Handling Unit
hu426;Handling Unit
td46;Transport Document
hu427;Handling Unit
hu432;Handling Unit
hu423;Handling Unit
hu436;Handling Unit
hu410;Handling Unit
cr71;Container
td47;Transport Document
co57;Customer Order
hu439;Handling Unit
hu441;Handling Unit
co58;Customer Order
hu424;Handling Unit
hu431;Handling Unit
cr54;Container
hu445;Handling Unit
hu448;Handling Unit
hu437;Handling Unit
cr92;Container
hu446;Handling Unit
hu440;Handling Unit
hu449;Handling Unit
hu453;Handling Unit
cr60;Container
hu454;Handling Unit
hu443;Handling Unit
hu460;Handling Unit
td48;Transport Document
hu455;Handling Unit
hu451;Handling Unit
hu408;Handling Unit
hu429;Handling Unit
hu458;Handling Unit
hu459;Handling Unit
cr56;Container
hu438;Handling Unit
hu452;Handling Unit
hu444;Handling Unit
co59;Customer Order
hu465;Handling Unit
cr116;Container
td49;Transport Document
hu468;Handling Unit
td50;Transport Document
co60;Customer Order
td51;Transport Document
hu463;Handling Unit
hu461;Handling Unit
hu450;Handling Unit
hu456;Handling Unit
hu442;Handling Unit
hu457;Handling Unit
hu462;Handling Unit
hu466;Handling Unit
hu447;Handling Unit
hu469;Handling Unit
hu467;Handling Unit
hu464;Handling Unit
hu470;Handling Unit
cr97;Container
hu473;Handling Unit
cr63;Container
hu476;Handling Unit
cr132;Container
hu487;Handling Unit
hu479;Handling Unit
hu481;Handling Unit
hu475;Handling Unit
cr161;Container
hu472;Handling Unit
cr118;Container
hu488;Handling Unit
cr36;Container
co61;Customer Order
hu484;Handling Unit
hu490;Handling Unit
hu482;Handling Unit
hu502;Handling Unit
hu498;Handling Unit
hu493;Handling Unit
hu485;Handling Unit
hu491;Handling Unit
hu496;Handling Unit
hu480;Handling Unit
hu489;Handling Unit
hu503;Handling Unit
hu495;Handling Unit
hu501;Handling Unit
hu483;Handling Unit
hu497;Handling Unit
hu499;Handling Unit
co62;Customer Order
hu494;Handling Unit
hu478;Handling Unit
hu492;Handling Unit
hu471;Handling Unit
hu486;Handling Unit
hu474;Handling Unit
hu500;Handling Unit
cr124;Container
hu477;Handling Unit
hu505;Handling Unit
hu509;Handling Unit
cr76;Container
co63;Customer Order
cr108;Container
td52;Transport Document
hu517;Handling Unit
cr107;Container
cr138;Container
cr125;Container
td53;Transport Document
hu531;Handling Unit
hu511;Handling Unit
hu534;Handling Unit
hu515;Handling Unit
hu532;Handling Unit
hu530;Handling Unit
hu512;Handling Unit
hu508;Handling Unit
hu507;Handling Unit
hu513;Handling Unit
hu524;Handling Unit
hu516;Handling Unit
hu523;Handling Unit
co64;Customer Order
hu535;Handling Unit
co65;Customer Order
td54;Transport Document
hu533;Handling Unit
hu529;Handling Unit
hu506;Handling Unit
hu504;Handling Unit
hu526;Handling Unit
hu528;Handling Unit
hu522;Handling Unit
hu518;Handling Unit
hu519;Handling Unit
hu514;Handling Unit
td55;Transport Document
hu521;Handling Unit
hu527;Handling Unit
hu525;Handling Unit
cr99;Container
hu541;Handling Unit
cr109;Container
hu538;Handling Unit
hu545;Handling Unit
hu539;Handling Unit
hu520;Handling Unit
hu544;Handling Unit
hu537;Handling Unit
co66;Customer Order
cr140;Container
hu552;Handling Unit
hu540;Handling Unit
hu543;Handling Unit
hu536;Handling Unit
cr65;Container
hu549;Handling Unit
hu546;Handling Unit
hu510;Handling Unit
hu547;Handling Unit
hu556;Handling Unit
hu558;Handling Unit
hu551;Handling Unit
hu554;Handling Unit
hu553;Handling Unit
cr44;Container
td56;Transport Document
cr134;Container
cr137;Container
hu572;Handling Unit
hu559;Handling Unit
hu571;Handling Unit
hu574;Handling Unit
hu575;Handling Unit
co67;Customer Order
hu557;Handling Unit
hu550;Handling Unit
co68;Customer Order
hu566;Handling Unit
hu563;Handling Unit
hu561;Handling Unit
hu565;Handling Unit
hu570;Handling Unit
hu569;Handling Unit
hu573;Handling Unit
hu568;Handling Unit
hu548;Handling Unit
hu555;Handling Unit
hu562;Handling Unit
hu564;Handling Unit
hu560;Handling Unit
cr12;Container
hu577;Handling Unit
hu567;Handling Unit
hu579;Handling Unit
hu581;Handling Unit
hu580;Handling Unit
hu576;Handling Unit
hu582;Handling Unit
hu542;Handling Unit
hu578;Handling Unit
td57;Transport Document
co69;Customer Order
cr168;Container
hu588;Handling Unit
vh4;Vehicle
cr157;Container
cr106;Container
cr100;Container
td58;Transport Document
td59;Transport Document
hu605;Handling Unit
cr170;Container
co70;Customer Order
hu610;Handling Unit
hu597;Handling Unit
hu585;Handling Unit
cr162;Container
hu589;Handling Unit
hu615;Handling Unit
hu612;Handling Unit
hu609;Handling Unit
hu586;Handling Unit
hu613;Handling Unit
hu598;Handling Unit
hu617;Handling Unit
hu592;Handling Unit
hu604;Handling Unit
hu618;Handling Unit
hu611;Handling Unit
hu602;Handling Unit
td60;Transport Document
hu587;Handling Unit
hu606;Handling Unit
hu614;Handling Unit
hu599;Handling Unit
hu584;Handling Unit
hu601;Handling Unit
hu600;Handling Unit
hu590;Handling Unit
hu603;Handling Unit
hu593;Handling Unit
td61;Transport Document
hu594;Handling Unit
hu607;Handling Unit
hu583;Handling Unit
hu595;Handling Unit
hu591;Handling Unit
cr102;Container
hu620;Handling Unit
hu608;Handling Unit
co71;Customer Order
td62;Transport Document
cr70;Container
hu621;Handling Unit
hu596;Handling Unit
cr114;Container
hu622;Handling Unit
hu619;Handling Unit
td63;Transport Document
co72;Customer Order
hu629;Handling Unit
hu630;Handling Unit
cr158;Container
cr131;Container
hu635;Handling Unit
hu637;Handling Unit
hu624;Handling Unit
hu638;Handling Unit
hu628;Handling Unit
hu633;Handling Unit
td64;Transport Document
hu625;Handling Unit
hu623;Handling Unit
hu626;Handling Unit
hu632;Handling Unit
hu627;Handling Unit
hu634;Handling Unit
hu616;Handling Unit
cr119;Container
hu641;Handling Unit
hu636;Handling Unit
hu643;Handling Unit
cr148;Container
co73;Customer Order
cr95;Container
hu654;Handling Unit
hu645;Handling Unit
cr155;Container
hu657;Handling Unit
hu639;Handling Unit
cr177;Container
co74;Customer Order
hu663;Handling Unit
hu652;Handling Unit
hu658;Handling Unit
hu647;Handling Unit
hu650;Handling Unit
cr189;Container
td65;Transport Document
hu669;Handling Unit
hu667;Handling Unit
hu668;Handling Unit
hu649;Handling Unit
hu656;Handling Unit
hu660;Handling Unit
hu665;Handling Unit
hu653;Handling Unit
hu651;Handling Unit
hu640;Handling Unit
hu648;Handling Unit
hu659;Handling Unit
hu631;Handling Unit
td66;Transport Document
co75;Customer Order
hu642;Handling Unit
hu666;Handling Unit
cr208;Container
co76;Customer Order
hu646;Handling Unit
co77;Customer Order
hu672;Handling Unit
hu661;Handling Unit
hu674;Handling Unit
hu664;Handling Unit
hu670;Handling Unit
cr188;Container
hu673;Handling Unit
hu675;Handling Unit
hu644;Handling Unit
hu677;Handling Unit
cr165;Container
hu671;Handling Unit
hu662;Handling Unit
cr90;Container
hu683;Handling Unit
hu688;Handling Unit
td67;Transport Document
cr130;Container
hu685;Handling Unit
cr191;Container
hu687;Handling Unit
hu701;Handling Unit
hu689;Handling Unit
hu697;Handling Unit
hu684;Handling Unit
hu694;Handling Unit
hu680;Handling Unit
hu699;Handling Unit
hu698;Handling Unit
hu692;Handling Unit
hu679;Handling Unit
hu703;Handling Unit
hu678;Handling Unit
co78;Customer Order
hu682;Handling Unit
vh5;Vehicle
td68;Transport Document
hu693;Handling Unit
hu691;Handling Unit
co79;Customer Order
hu676;Handling Unit
hu681;Handling Unit
hu686;Handling Unit
hu704;Handling Unit
hu690;Handling Unit
hu700;Handling Unit
hu695;Handling Unit
hu705;Handling Unit
hu655;Handling Unit
hu702;Handling Unit
hu696;Handling Unit
cr209;Container
hu706;Handling Unit
cr169;Container
hu711;Handling Unit
cr143;Container
hu714;Handling Unit
cr163;Container
td69;Transport Document
cr207;Container
hu716;Handling Unit
co80;Customer Order
cr150;Container
hu709;Handling Unit
hu722;Handling Unit
hu719;Handling Unit
hu717;Handling Unit
hu731;Handling Unit
hu733;Handling Unit
hu729;Handling Unit
hu732;Handling Unit
co81;Customer Order
hu735;Handling Unit
hu713;Handling Unit
co82;Customer Order
hu708;Handling Unit
hu710;Handling Unit
hu718;Handling Unit
hu721;Handling Unit
hu725;Handling Unit
hu720;Handling Unit
hu728;Handling Unit
hu712;Handling Unit
hu727;Handling Unit
hu730;Handling Unit
td70;Transport Document
hu736;Handling Unit
hu726;Handling Unit
cr147;Container
hu724;Handling Unit
hu707;Handling Unit
hu723;Handling Unit
hu734;Handling Unit
hu738;Handling Unit
hu741;Handling Unit
cr171;Container
co83;Customer Order
cr204;Container
hu737;Handling Unit
cr184;Container
cr159;Container
hu747;Handling Unit
co84;Customer Order
hu755;Handling Unit
hu740;Handling Unit
co85;Customer Order
hu760;Handling Unit
hu763;Handling Unit
hu749;Handling Unit
hu742;Handling Unit
hu739;Handling Unit
hu756;Handling Unit
hu754;Handling Unit
td71;Transport Document
co86;Customer Order
hu751;Handling Unit
hu746;Handling Unit
hu744;Handling Unit
hu752;Handling Unit
hu762;Handling Unit
hu748;Handling Unit
hu758;Handling Unit
hu753;Handling Unit
hu759;Handling Unit
hu761;Handling Unit
co87;Customer Order
hu745;Handling Unit
hu743;Handling Unit
cr193;Container
hu767;Handling Unit
hu757;Handling Unit
cr154;Container
hu773;Handling Unit
cr205;Container
hu750;Handling Unit
co88;Customer Order
cr122;Container
td72;Transport Document
hu766;Handling Unit
td73;Transport Document
co89;Customer Order
hu769;Handling Unit
hu772;Handling Unit
hu715;Handling Unit
hu768;Handling Unit
hu778;Handling Unit
hu783;Handling Unit
hu770;Handling Unit
td74;Transport Document
hu777;Handling Unit
hu775;Handling Unit
hu776;Handling Unit
cr176;Container
hu764;Handling Unit
hu765;Handling Unit
hu782;Handling Unit
hu786;Handling Unit
hu788;Handling Unit
hu780;Handling Unit
hu779;Handling Unit
cr225;Container
cr214;Container
cr175;Container
hu787;Handling Unit
hu794;Handling Unit
hu774;Handling Unit
td75;Transport Document
td76;Transport Document
hu796;Handling Unit
hu803;Handling Unit
co90;Customer Order
hu791;Handling Unit
hu807;Handling Unit
hu792;Handling Unit
hu800;Handling Unit
hu790;Handling Unit
hu793;Handling Unit
hu795;Handling Unit
hu799;Handling Unit
hu797;Handling Unit
hu802;Handling Unit
hu784;Handling Unit
hu804;Handling Unit
hu805;Handling Unit
hu789;Handling Unit
hu771;Handling Unit
hu806;Handling Unit
td77;Transport Document
co91;Customer Order
hu781;Handling Unit
td78;Transport Document
cr186;Container
hu808;Handling Unit
cr199;Container
co92;Customer Order
hu810;Handling Unit
hu809;Handling Unit
cr187;Container
hu813;Handling Unit
hu811;Handling Unit
hu816;Handling Unit
cr228;Container
hu815;Handling Unit
hu819;Handling Unit
hu825;Handling Unit
td79;Transport Document
hu818;Handling Unit
hu814;Handling Unit
hu827;Handling Unit
hu785;Handling Unit
hu821;Handling Unit
hu812;Handling Unit
hu826;Handling Unit
hu801;Handling Unit
hu823;Handling Unit
cr198;Container
hu817;Handling Unit
hu798;Handling Unit
hu828;Handling Unit
co93;Customer Order
cr156;Container
vh6;Vehicle
hu822;Handling Unit
hu832;Handling Unit
hu830;Handling Unit
hu833;Handling Unit
hu824;Handling Unit
hu835;Handling Unit
cr120;Container
hu840;Handling Unit
hu829;Handling Unit
hu841;Handling Unit
hu834;Handling Unit
hu836;Handling Unit
hu831;Handling Unit
hu839;Handling Unit
cr127;Container
hu820;Handling Unit
cr200;Container
hu838;Handling Unit
hu848;Handling Unit
hu844;Handling Unit
hu849;Handling Unit
cr133;Container
cr146;Container
co94;Customer Order
hu845;Handling Unit
hu851;Handling Unit
hu860;Handling Unit
hu847;Handling Unit
hu843;Handling Unit
hu854;Handling Unit
hu853;Handling Unit
hu855;Handling Unit
hu857;Handling Unit
cr178;Container
hu866;Handling Unit
hu856;Handling Unit
hu864;Handling Unit
hu865;Handling Unit
hu867;Handling Unit
td80;Transport Document
hu863;Handling Unit
hu862;Handling Unit
co95;Customer Order
hu861;Handling Unit
hu852;Handling Unit
co96;Customer Order
hu846;Handling Unit
hu842;Handling Unit
hu850;Handling Unit
td81;Transport Document
cr224;Container
hu868;Handling Unit
cr173;Container
cr266;Container
hu873;Handling Unit
co97;Customer Order
hu870;Handling Unit
cr180;Container
hu877;Handling Unit
co98;Customer Order
hu884;Handling Unit
hu859;Handling Unit
hu885;Handling Unit
hu880;Handling Unit
hu883;Handling Unit
hu837;Handling Unit
hu879;Handling Unit
hu878;Handling Unit
hu872;Handling Unit
hu876;Handling Unit
hu871;Handling Unit
hu858;Handling Unit
td82;Transport Document
cr234;Container
hu892;Handling Unit
hu874;Handling Unit
td83;Transport Document
td84;Transport Document
hu869;Handling Unit
hu893;Handling Unit
hu881;Handling Unit
hu891;Handling Unit
hu886;Handling Unit
hu888;Handling Unit
hu887;Handling Unit
co99;Customer Order
cr151;Container
cr185;Container
hu896;Handling Unit
hu882;Handling Unit
cr160;Container
hu895;Handling Unit
hu890;Handling Unit
hu898;Handling Unit
hu902;Handling Unit
cr164;Container
hu900;Handling Unit
td85;Transport Document
td86;Transport Document
hu910;Handling Unit
co100;Customer Order
hu907;Handling Unit
cr219;Container
hu918;Handling Unit
co101;Customer Order
hu909;Handling Unit
hu903;Handling Unit
hu894;Handling Unit
hu875;Handling Unit
hu897;Handling Unit
hu911;Handling Unit
hu904;Handling Unit
hu913;Handling Unit
hu906;Handling Unit
hu889;Handling Unit
cr68;Container
hu919;Handling Unit
hu916;Handling Unit
hu924;Handling Unit
hu921;Handling Unit
hu922;Handling Unit
hu901;Handling Unit
hu912;Handling Unit
hu908;Handling Unit
hu917;Handling Unit
hu920;Handling Unit
hu914;Handling Unit
hu899;Handling Unit
hu923;Handling Unit
hu905;Handling Unit
hu915;Handling Unit
hu926;Handling Unit
cr268;Container
hu928;Handling Unit
hu929;Handling Unit
cr237;Container
hu925;Handling Unit
td87;Transport Document
hu933;Handling Unit
hu936;Handling Unit
hu932;Handling Unit
hu931;Handling Unit
hu935;Handling Unit
cr210;Container
td88;Transport Document
cr258;Container
cr267;Container
co102;Customer Order
cr129;Container
vh7;Vehicle
hu943;Handling Unit
td89;Transport Document
hu937;Handling Unit
hu948;Handling Unit
hu930;Handling Unit
hu946;Handling Unit
hu955;Handling Unit
hu950;Handling Unit
hu956;Handling Unit
hu947;Handling Unit
hu934;Handling Unit
td90;Transport Document
hu939;Handling Unit
hu953;Handling Unit
hu941;Handling Unit
hu957;Handling Unit
td91;Transport Document
hu938;Handling Unit
hu952;Handling Unit
hu927;Handling Unit
hu954;Handling Unit
hu944;Handling Unit
hu945;Handling Unit
co103;Customer Order
cr93;Container
hu940;Handling Unit
hu959;Handling Unit
hu962;Handling Unit
hu942;Handling Unit
hu958;Handling Unit
hu963;Handling Unit
hu951;Handling Unit
cr240;Container
hu960;Handling Unit
hu961;Handling Unit
hu967;Handling Unit
cr232;Container
hu975;Handling Unit
hu966;Handling Unit
hu974;Handling Unit
hu971;Handling Unit
hu972;Handling Unit
hu970;Handling Unit
cr260;Container
cr221;Container
hu978;Handling Unit
hu984;Handling Unit
hu980;Handling Unit
hu985;Handling Unit
hu986;Handling Unit
hu965;Handling Unit
hu976;Handling Unit
td92;Transport Document
hu964;Handling Unit
co104;Customer Order
hu977;Handling Unit
