ocel_event_id;ocel_object_id;ocel_qualifier
book_vehs_td18;vh2;booked VHs
book_vehs_td18;vh6;booked VHs
load_truck_hu84;hu84;HU loaded
load_truck_hu84;cr39;CR laded
load_truck_hu84;tr4;TR laded
load_truck_hu91;hu91;HU loaded
load_truck_hu91;cr18;CR laded
load_truck_hu91;tr2;TR laded
collect_hu76;hu76;HU collected
reg_co29;co29;registered CO
collect_hu90;hu90;HU collected
load_truck_hu76;hu76;HU loaded
load_truck_hu76;cr3;CR laded
load_truck_hu76;tr6;TR laded
drive_term_cr17;cr17;CR moved
drive_term_cr17;tr5;TR moved
pick_cr38;cr38;CR picked
weigh_cr17;cr17;CR weighted
weigh_cr17;fl3;FL weighing
load_truck_hu96;hu96;HU loaded
load_truck_hu96;cr18;CR laded
load_truck_hu96;tr2;TR laded
load_truck_hu90;hu90;HU loaded
load_truck_hu90;cr41;CR laded
load_truck_hu90;tr1;TR laded
collect_hu92;hu92;HU collected
stock_cr17;cr17;CR stored
stock_cr17;fl3;FL moved
collect_hu83;hu83;HU collected
create_td19;co27;TD created for CO
create_td19;td19;created TD
book_vehs_td17;td17;VHs booked for TD
book_vehs_td17;vh7;booked VHs
order_crs_td18;td18;ordered for TD
order_crs_td18;cr58;CRs ordered
order_crs_td18;cr59;CRs ordered
order_crs_td18;cr60;CRs ordered
order_crs_td18;cr61;CRs ordered
order_crs_td18;cr62;CRs ordered
load_truck_hu93;hu93;HU loaded
load_truck_hu93;cr18;CR laded
load_truck_hu93;tr2;TR laded
load_truck_hu92;hu92;HU loaded
load_truck_hu92;cr18;CR laded
load_truck_hu92;tr2;TR laded
collect_hu81;hu81;HU collected
load_truck_hu83;hu83;HU loaded
load_truck_hu83;cr39;CR laded
load_truck_hu83;tr4;TR laded
collect_hu62;hu62;HU collected
load_truck_hu81;hu81;HU loaded
load_truck_hu81;cr39;CR laded
load_truck_hu81;tr4;TR laded
collect_hu87;hu87;HU collected
load_truck_hu62;hu62;HU loaded
load_truck_hu62;cr37;CR laded
load_truck_hu62;tr3;TR laded
collect_hu95;hu95;HU collected
load_truck_hu87;hu87;HU loaded
load_truck_hu87;cr41;CR laded
load_truck_hu87;tr1;TR laded
collect_hu97;hu97;HU collected
load_truck_hu97;hu97;HU loaded
load_truck_hu97;cr38;CR laded
load_truck_hu97;tr5;TR laded
collect_hu88;hu88;HU collected
collect_hu94;hu94;HU collected
load_truck_hu88;hu88;HU loaded
load_truck_hu88;cr41;CR laded
load_truck_hu88;tr1;TR laded
collect_hu75;hu75;HU collected
load_truck_hu75;hu75;HU loaded
load_truck_hu75;cr3;CR laded
load_truck_hu75;tr6;TR laded
book_vehs_td19;td19;VHs booked for TD
book_vehs_td19;vh2;booked VHs
book_vehs_td19;vh7;booked VHs
drive_term_cr39;cr39;CR moved
drive_term_cr39;tr4;TR moved
collect_hu102;hu102;HU collected
pick_cr48;cr48;CR picked
weigh_cr39;cr39;CR weighted
weigh_cr39;fl2;FL weighing
collect_hu100;hu100;HU collected
stock_cr39;cr39;CR stored
stock_cr39;fl2;FL moved
collect_hu98;hu98;HU collected
load_truck_hu95;hu95;HU loaded
load_truck_hu95;cr18;CR laded
load_truck_hu95;tr2;TR laded
load_truck_hu94;hu94;HU loaded
load_truck_hu94;cr18;CR laded
load_truck_hu94;tr2;TR laded
drive_term_cr37;cr37;CR moved
drive_term_cr37;tr3;TR moved
pick_cr42;cr42;CR picked
collect_hu99;hu99;HU collected
drive_term_cr38;cr38;CR moved
drive_term_cr38;tr5;TR moved
pick_cr40;cr40;CR picked
weigh_cr38;cr38;CR weighted
weigh_cr38;fl1;FL weighing
drive_term_cr41;cr41;CR moved
drive_term_cr41;tr1;TR moved
pick_cr11;cr11;CR picked
stock_cr38;cr38;CR stored
stock_cr38;fl1;FL moved
weigh_cr41;cr41;CR weighted
weigh_cr41;fl1;FL weighing
stock_cr41;cr41;CR stored
stock_cr41;fl1;FL moved
reg_co30;co30;registered CO
drive_term_cr3;cr3;CR moved
drive_term_cr3;tr6;TR moved
pick_cr27;cr27;CR picked
weigh_cr3;cr3;CR weighted
weigh_cr3;fl1;FL weighing
stock_cr3;cr3;CR stored
stock_cr3;fl1;FL moved
collect_hu105;hu105;HU collected
depart_vh1;vh1;VH departed
depart_vh1;cr25;CR departed
depart_vh1;cr16;CR departed
depart_vh1;td4;TD with CR departure
depart_vh1;td7;TD with CR departure
weigh_cr37;cr37;CR weighted
weigh_cr37;fl1;FL weighing
load_truck_hu98;hu98;HU loaded
load_truck_hu98;cr48;CR laded
load_truck_hu98;tr4;TR laded
create_td20;co22;TD created for CO
create_td20;td20;created TD
stock_cr37;cr37;CR stored
stock_cr37;fl1;FL moved
load_truck_hu99;hu99;HU loaded
load_truck_hu99;cr48;CR laded
load_truck_hu99;tr4;TR laded
drive_term_cr18;cr18;CR moved
drive_term_cr18;tr2;TR moved
pick_cr20;cr20;CR picked
load_truck_hu102;hu102;HU loaded
load_truck_hu102;cr48;CR laded
load_truck_hu102;tr4;TR laded
load_truck_hu100;hu100;HU loaded
load_truck_hu100;cr48;CR laded
load_truck_hu100;tr4;TR laded
weigh_cr18;cr18;CR weighted
weigh_cr18;fl2;FL weighing
book_vehs_td20;td20;VHs booked for TD
book_vehs_td20;vh2;booked VHs
book_vehs_td20;vh7;booked VHs
create_td21;co26;TD created for CO
create_td21;td21;created TD
stock_cr18;cr18;CR stored
stock_cr18;fl2;FL moved
collect_hu109;hu109;HU collected
load_truck_hu105;hu105;HU loaded
load_truck_hu105;cr40;CR laded
load_truck_hu105;tr5;TR laded
order_crs_td19;td19;ordered for TD
order_crs_td19;cr64;CRs ordered
order_crs_td19;cr66;CRs ordered
order_crs_td19;cr63;CRs ordered
order_crs_td19;cr65;CRs ordered
load_truck_hu109;hu109;HU loaded
load_truck_hu109;cr27;CR laded
load_truck_hu109;tr6;TR laded
collect_hu108;hu108;HU collected
load_truck_hu108;hu108;HU loaded
load_truck_hu108;cr11;CR laded
load_truck_hu108;tr1;TR laded
collect_hu106;hu106;HU collected
load_truck_hu106;hu106;HU loaded
load_truck_hu106;cr40;CR laded
load_truck_hu106;tr5;TR laded
collect_hu114;hu114;HU collected
collect_hu115;hu115;HU collected
load_truck_hu114;hu114;HU loaded
load_truck_hu114;cr20;CR laded
load_truck_hu114;tr2;TR laded
collect_hu112;hu112;HU collected
load_truck_hu115;hu115;HU loaded
load_truck_hu115;cr20;CR laded
load_truck_hu115;tr2;TR laded
collect_hu116;hu116;HU collected
load_truck_hu112;hu112;HU loaded
load_truck_hu112;cr20;CR laded
load_truck_hu112;tr2;TR laded
collect_hu103;hu103;HU collected
load_truck_hu116;hu116;HU loaded
load_truck_hu116;cr20;CR laded
load_truck_hu116;tr2;TR laded
collect_hu101;hu101;HU collected
load_truck_hu103;hu103;HU loaded
