ocel_id;ocel_time;ocel_changed_field
hu167;2023-05-31 09:51:16;
hu169;2023-05-31 09:53:02;
hu162;2023-05-31 09:56:04;
hu154;2023-05-31 09:59:18;
hu176;2023-05-31 11:00:19;
hu175;2023-05-31 11:02:51;
hu168;2023-05-31 11:08:11;
hu157;2023-05-31 11:09:31;
hu171;2023-05-31 11:11:55;
hu164;2023-05-31 11:15:33;
hu172;2023-05-31 11:16:13;
hu173;2023-05-31 11:19:10;
hu121;2023-05-31 11:19:55;
hu166;2023-05-31 11:23:45;
hu150;2023-05-31 11:26:03;
hu174;2023-05-31 11:26:58;
hu184;2023-05-31 11:34:27;
hu179;2023-05-31 11:40:03;
hu185;2023-05-31 11:47:04;
hu186;2023-05-31 11:49:14;
hu191;2023-05-31 11:50:30;
hu178;2023-05-31 11:56:43;
hu190;2023-05-31 11:57:30;
hu182;2023-05-31 13:57:54;
hu192;2023-05-31 15:00:21;
hu198;2023-05-31 15:00:56;
hu181;2023-05-31 15:01:52;
hu183;2023-05-31 15:03:13;
hu189;2023-05-31 15:09:16;
hu187;2023-05-31 15:11:10;
hu194;2023-05-31 15:15:11;
hu193;2023-05-31 15:21:00;
hu177;2023-05-31 15:22:35;
hu195;2023-05-31 15:27:49;
hu180;2023-05-31 15:33:07;
hu196;2023-05-31 15:37:26;
hu200;2023-05-31 15:43:20;
hu206;2023-05-31 15:43:54;
hu201;2023-05-31 15:44:24;
hu207;2023-05-31 15:45:21;
hu202;2023-05-31 15:52:50;
hu209;2023-05-31 15:54:39;
hu210;2023-05-31 15:58:31;
hu197;2023-05-31 15:59:02;
hu204;2023-05-31 16:59:48;
hu211;2023-05-31 18:07:25;
hu203;2023-05-31 18:57:49;
hu208;2023-06-01 08:01:01;
hu222;2023-06-01 08:07:56;
hu217;2023-06-01 08:18:56;
hu224;2023-06-01 08:22:41;
hu228;2023-06-01 08:29:19;
hu227;2023-06-01 08:32:06;
hu213;2023-06-01 08:46:10;
hu215;2023-06-01 08:52:24;
hu205;2023-06-01 08:57:37;
hu226;2023-06-01 09:58:29;
hu216;2023-06-01 11:02:19;
hu220;2023-06-01 11:03:45;
hu218;2023-06-01 11:04:57;
hu199;2023-06-01 11:06:59;
hu225;2023-06-01 11:08:26;
hu212;2023-06-01 11:12:24;
hu230;2023-06-01 11:15:35;
hu233;2023-06-01 11:17:19;
hu229;2023-06-01 11:18:37;
hu214;2023-06-01 11:19:11;
hu236;2023-06-01 11:22:10;
hu237;2023-06-01 11:23:22;
hu219;2023-06-01 11:24:32;
hu223;2023-06-01 11:25:28;
hu231;2023-06-01 11:27:57;
hu232;2023-06-01 11:32:49;
hu243;2023-06-01 11:36:44;
hu235;2023-06-01 11:37:43;
hu188;2023-06-01 11:43:37;
hu242;2023-06-01 11:45:04;
hu239;2023-06-01 11:46:02;
hu234;2023-06-01 11:53:04;
hu221;2023-06-01 11:53:40;
hu241;2023-06-01 11:56:34;
hu245;2023-06-01 11:57:32;
hu251;2023-06-01 11:58:12;
hu247;2023-06-01 13:59:38;
hu238;2023-06-01 15:04:18;
hu265;2023-06-01 15:08:19;
hu250;2023-06-01 15:12:12;
hu270;2023-06-01 15:14:44;
hu260;2023-06-01 15:15:52;
hu240;2023-06-01 15:17:17;
hu257;2023-06-01 15:19:45;
hu254;2023-06-01 15:20:41;
hu252;2023-06-01 15:22:38;
hu248;2023-06-01 15:25:48;
hu253;2023-06-01 15:27:05;
hu256;2023-06-01 15:28:28;
hu267;2023-06-01 15:30:52;
hu261;2023-06-01 15:38:48;
hu255;2023-06-01 15:42:13;
hu271;2023-06-01 15:49:02;
hu264;2023-06-01 15:50:19;
hu263;2023-06-01 15:51:51;
hu268;2023-06-01 15:53:28;
hu259;2023-06-01 15:54:04;
hu269;2023-06-01 15:56:32;
hu272;2023-06-01 16:58:33;
hu266;2023-06-01 18:01:24;
hu275;2023-06-02 07:01:37;
hu249;2023-06-02 07:03:48;
hu273;2023-06-02 07:05:31;
hu246;2023-06-02 07:07:26;
hu277;2023-06-02 07:13:48;
hu274;2023-06-02 07:15:38;
hu276;2023-06-02 07:22:21;
hu262;2023-06-02 07:26:57;
hu244;2023-06-02 07:28:27;
hu258;2023-06-02 07:29:52;
hu278;2023-06-02 07:36:49;
hu289;2023-06-02 07:41:31;
hu285;2023-06-02 07:53:54;
hu292;2023-06-02 08:56:23;
hu282;2023-06-02 08:58:26;
hu297;2023-06-02 10:05:28;
hu310;2023-06-02 10:08:50;
hu299;2023-06-02 10:13:08;
hu283;2023-06-02 10:19:29;
hu295;2023-06-02 10:20:39;
hu294;2023-06-02 10:22:23;
hu280;2023-06-02 10:28:58;
hu305;2023-06-02 10:36:42;
hu307;2023-06-02 10:37:25;
hu300;2023-06-02 10:39:21;
hu303;2023-06-02 10:41:14;
hu302;2023-06-02 10:45:23;
hu288;2023-06-02 10:49:32;
hu281;2023-06-02 10:51:46;
hu291;2023-06-02 10:52:47;
hu279;2023-06-02 10:55:54;
hu309;2023-06-02 10:58:04;
hu290;2023-06-02 11:59:47;
hu306;2023-06-02 14:09:36;
hu293;2023-06-02 14:10:34;
hu284;2023-06-02 14:11:24;
hu304;2023-06-02 14:12:58;
hu311;2023-06-02 14:19:31;
hu286;2023-06-02 14:23:41;
hu296;2023-06-02 14:27:30;
hu308;2023-06-02 14:32:59;
hu314;2023-06-02 14:36:00;
hu318;2023-06-02 14:42:25;
hu298;2023-06-02 14:49:58;
hu319;2023-06-02 14:55:21;
hu320;2023-06-02 14:57:17;
hu301;2023-06-02 14:58:44;
hu315;2023-06-02 16:02:18;
hu326;2023-06-02 16:05:59;
hu328;2023-06-02 16:10:49;
hu321;2023-06-02 16:12:53;
hu330;2023-06-02 16:23:19;
hu313;2023-06-02 16:31:32;
hu332;2023-06-02 16:36:02;
hu312;2023-06-02 16:38:14;
hu327;2023-06-02 16:39:29;
hu322;2023-06-02 16:40:47;
hu329;2023-06-02 16:44:12;
hu317;2023-06-02 16:47:25;
hu325;2023-06-02 16:53:07;
hu338;2023-06-02 18:03:15;
hu334;2023-06-02 18:41:14;
hu336;2023-06-05 07:42:02;
hu335;2023-06-05 07:54:29;
hu333;2023-06-05 07:56:15;
hu331;2023-06-05 08:58:27;
hu341;2023-06-05 09:59:14;
hu324;2023-06-05 10:59:21;
hu344;2023-06-05 12:00:05;
hu337;2023-06-05 13:01:53;
hu348;2023-06-05 13:03:12;
hu323;2023-06-05 13:11:25;
hu343;2023-06-05 13:14:24;
hu346;2023-06-05 13:17:53;
hu347;2023-06-05 13:24:55;
hu339;2023-06-05 13:28:19;
hu351;2023-06-05 13:38:57;
hu345;2023-06-05 13:40:31;
hu316;2023-06-05 13:47:14;
hu340;2023-06-05 13:50:15;
hu352;2023-06-05 13:51:53;
hu342;2023-06-05 13:55:13;
hu354;2023-06-05 13:57:16;
hu287;2023-06-05 14:58:42;
hu360;2023-06-05 15:59:37;
hu361;2023-06-05 17:03:21;
hu368;2023-06-05 17:16:41;
hu370;2023-06-05 17:22:34;
hu350;2023-06-05 17:29:38;
hu355;2023-06-05 17:45:37;
hu364;2023-06-05 17:48:06;
hu357;2023-06-05 17:55:36;
hu349;2023-06-05 19:27:30;
hu373;2023-06-06 07:32:59;
hu362;2023-06-06 07:35:23;
hu365;2023-06-06 07:37:40;
hu379;2023-06-06 07:44:02;
hu372;2023-06-06 07:45:41;
hu371;2023-06-06 07:47:44;
hu359;2023-06-06 07:49:05;
hu369;2023-06-06 07:50:25;
hu367;2023-06-06 07:54:54;
hu374;2023-06-06 07:55:57;
hu353;2023-06-06 07:57:04;
hu377;2023-06-06 07:58:42;
hu378;2023-06-06 08:59:03;
hu385;2023-06-06 10:00:06;
hu380;2023-06-06 10:02:31;
hu388;2023-06-06 10:03:46;
hu383;2023-06-06 10:05:03;
hu389;2023-06-06 10:08:56;
hu375;2023-06-06 10:09:48;
hu387;2023-06-06 10:15:47;
hu391;2023-06-06 10:20:25;
hu366;2023-06-06 10:22:19;
hu381;2023-06-06 10:23:21;
hu363;2023-06-06 10:25:01;
hu382;2023-06-06 10:29:39;
hu358;2023-06-06 10:30:14;
hu384;2023-06-06 10:30:45;
hu356;2023-06-06 10:34:27;
hu390;2023-06-06 10:39:49;
hu392;2023-06-06 10:44:01;
hu399;2023-06-06 10:44:48;
hu386;2023-06-06 10:45:33;
hu403;2023-06-06 10:48:17;
hu396;2023-06-06 10:51:05;
hu393;2023-06-06 10:54:45;
hu415;2023-06-06 10:59:45;
hu395;2023-06-06 12:01:53;
hu398;2023-06-06 13:02:34;
hu394;2023-06-06 13:05:22;
hu401;2023-06-06 13:06:38;
hu409;2023-06-06 13:12:08;
hu404;2023-06-06 13:13:50;
hu400;2023-06-06 13:15:52;
hu397;2023-06-06 13:25:04;
hu420;2023-06-06 13:27:53;
hu411;2023-06-06 13:31:08;
hu376;2023-06-06 13:32:15;
hu419;2023-06-06 13:34:24;
hu405;2023-06-06 13:35:25;
hu418;2023-06-06 13:40:09;
hu407;2023-06-06 13:42:41;
hu413;2023-06-06 13:46:38;
hu417;2023-06-06 13:49:14;
hu416;2023-06-06 13:52:55;
hu402;2023-06-06 13:55:58;
hu422;2023-06-06 14:58:30;
hu421;2023-06-06 16:00:55;
hu433;2023-06-06 16:01:44;
hu428;2023-06-06 16:04:39;
hu425;2023-06-06 16:05:52;
hu412;2023-06-06 16:08:32;
hu435;2023-06-06 16:11:56;
hu414;2023-06-06 16:13:02;
hu434;2023-06-06 16:18:35;
hu430;2023-06-06 16:27:45;
hu406;2023-06-06 16:29:14;
hu426;2023-06-06 16:37:59;
hu427;2023-06-06 16:42:34;
hu432;2023-06-06 16:43:13;
hu423;2023-06-06 16:49:17;
hu436;2023-06-06 16:50:27;
hu410;2023-06-06 16:55:44;
hu439;2023-06-06 17:58:55;
hu441;2023-06-06 19:32:08;
hu424;2023-06-07 07:36:43;
hu431;2023-06-07 07:40:23;
hu445;2023-06-07 07:52:10;
hu448;2023-06-07 07:53:54;
hu437;2023-06-07 07:57:15;
hu446;2023-06-07 09:00:49;
hu440;2023-06-07 09:02:47;
hu449;2023-06-07 09:06:22;
hu453;2023-06-07 09:10:01;
hu454;2023-06-07 09:17:36;
hu443;2023-06-07 09:19:38;
hu460;2023-06-07 09:24:49;
hu455;2023-06-07 09:30:33;
hu451;2023-06-07 09:35:35;
hu408;2023-06-07 09:37:59;
hu429;2023-06-07 09:41:54;
hu458;2023-06-07 09:49:48;
hu459;2023-06-07 09:51:41;
hu438;2023-06-07 09:53:34;
hu452;2023-06-07 09:56:57;
hu444;2023-06-07 09:57:40;
hu465;2023-06-07 10:58:44;
hu468;2023-06-07 11:58:44;
hu463;2023-06-07 14:00:19;
hu461;2023-06-07 14:00:53;
hu450;2023-06-07 14:01:29;
hu456;2023-06-07 14:02:46;
hu442;2023-06-07 14:07:19;
hu457;2023-06-07 14:13:26;
hu462;2023-06-07 14:15:03;
hu466;2023-06-07 14:16:31;
hu447;2023-06-07 14:18:33;
hu469;2023-06-07 14:22:17;
hu467;2023-06-07 14:22:54;
hu464;2023-06-07 14:29:29;
hu470;2023-06-07 14:40:27;
hu473;2023-06-07 14:41:18;
hu476;2023-06-07 14:44:28;
hu487;2023-06-07 14:45:36;
hu479;2023-06-07 14:49:36;
hu481;2023-06-07 14:50:08;
hu475;2023-06-07 14:52:04;
hu472;2023-06-07 14:54:44;
hu488;2023-06-07 14:58:59;
hu484;2023-06-07 16:01:50;
hu490;2023-06-07 16:07:30;
hu482;2023-06-07 16:13:01;
hu502;2023-06-07 16:15:02;
hu498;2023-06-07 16:16:15;
hu493;2023-06-07 16:24:22;
hu485;2023-06-07 16:27:22;
hu491;2023-06-07 16:29:22;
hu496;2023-06-07 16:32:08;
hu480;2023-06-07 16:36:26;
hu489;2023-06-07 16:43:07;
hu503;2023-06-07 16:45:47;
hu495;2023-06-07 16:47:25;
hu501;2023-06-07 16:51:16;
hu483;2023-06-07 16:52:01;
hu497;2023-06-07 16:57:36;
hu499;2023-06-07 17:59:33;
hu494;2023-06-07 19:05:47;
hu478;2023-06-08 07:10:10;
hu492;2023-06-08 07:13:58;
hu471;2023-06-08 07:21:13;
hu486;2023-06-08 07:32:48;
hu474;2023-06-08 07:34:12;
hu500;2023-06-08 07:37:07;
hu477;2023-06-08 07:47:19;
hu505;2023-06-08 07:50:39;
hu509;2023-06-08 07:58:01;
hu517;2023-06-08 08:59:02;
hu531;2023-06-08 10:01:47;
hu511;2023-06-08 10:09:37;
hu534;2023-06-08 10:12:08;
hu515;2023-06-08 10:17:05;
hu532;2023-06-08 10:17:58;
hu530;2023-06-08 10:25:20;
hu512;2023-06-08 10:31:36;
hu508;2023-06-08 10:39:16;
hu507;2023-06-08 10:45:48;
hu513;2023-06-08 10:50:53;
hu524;2023-06-08 10:52:32;
hu516;2023-06-08 10:55:37;
hu523;2023-06-08 10:58:47;
hu535;2023-06-08 11:59:06;
hu533;2023-06-08 14:04:26;
hu529;2023-06-08 14:08:40;
hu506;2023-06-08 14:10:14;
hu504;2023-06-08 14:14:49;
hu526;2023-06-08 14:16:52;
hu528;2023-06-08 14:19:47;
hu522;2023-06-08 14:21:25;
hu518;2023-06-08 14:22:33;
hu519;2023-06-08 14:24:26;
hu514;2023-06-08 14:25:03;
hu521;2023-06-08 14:28:00;
hu527;2023-06-08 14:30:25;
hu525;2023-06-08 14:37:54;
hu541;2023-06-08 14:44:53;
hu538;2023-06-08 14:51:24;
hu545;2023-06-08 14:53:05;
hu539;2023-06-08 14:54:08;
hu520;2023-06-08 14:54:38;
hu544;2023-06-08 14:55:31;
hu537;2023-06-08 14:59:00;
hu552;2023-06-08 16:02:12;
hu540;2023-06-08 16:03:20;
hu543;2023-06-08 16:04:06;
hu536;2023-06-08 16:08:16;
hu549;2023-06-08 16:14:45;
hu546;2023-06-08 16:16:21;
hu510;2023-06-08 16:17:58;
hu547;2023-06-08 16:19:00;
hu556;2023-06-08 16:23:12;
hu558;2023-06-08 16:25:15;
hu551;2023-06-08 16:26:10;
hu554;2023-06-08 16:30:13;
hu553;2023-06-08 16:30:59;
hu572;2023-06-08 16:36:20;
hu559;2023-06-08 16:38:04;
hu571;2023-06-08 16:48:01;
hu574;2023-06-08 16:49:07;
hu575;2023-06-08 16:50:02;
hu557;2023-06-08 16:59:08;
hu550;2023-06-08 18:02:05;
hu566;2023-06-09 07:05:47;
hu563;2023-06-09 07:10:47;
hu561;2023-06-09 07:13:55;
hu565;2023-06-09 07:17:11;
hu570;2023-06-09 07:23:26;
hu569;2023-06-09 07:39:13;
hu573;2023-06-09 07:48:38;
hu568;2023-06-09 07:51:06;
hu548;2023-06-09 07:59:11;
hu555;2023-06-09 09:11:57;
hu562;2023-06-09 09:14:23;
hu564;2023-06-09 09:17:03;
hu560;2023-06-09 09:25:01;
hu577;2023-06-09 09:33:40;
hu567;2023-06-09 09:35:12;
hu579;2023-06-09 09:40:45;
hu581;2023-06-09 09:41:25;
hu580;2023-06-09 09:42:57;
hu576;2023-06-09 09:46:04;
hu582;2023-06-09 09:47:45;
hu542;2023-06-09 09:53:53;
hu578;2023-06-09 09:59:10;
hu588;2023-06-09 10:59:23;
hu605;2023-06-09 11:59:36;
hu610;2023-06-09 14:00:46;
hu597;2023-06-09 14:04:54;
hu585;2023-06-09 14:08:50;
hu589;2023-06-09 14:18:17;
hu615;2023-06-09 14:19:24;
hu612;2023-06-09 14:29:00;
hu609;2023-06-09 14:32:29;
hu586;2023-06-09 14:37:56;
hu613;2023-06-09 14:38:52;
hu598;2023-06-09 14:39:44;
hu617;2023-06-09 14:41:13;
hu592;2023-06-09 14:43:31;
hu604;2023-06-09 14:52:30;
hu618;2023-06-09 14:54:23;
hu611;2023-06-09 14:55:06;
hu602;2023-06-09 14:55:47;
hu587;2023-06-09 16:00:18;
hu606;2023-06-09 16:08:30;
hu614;2023-06-09 16:10:48;
hu599;2023-06-09 16:12:43;
hu584;2023-06-09 16:14:00;
hu601;2023-06-09 16:15:18;
hu600;2023-06-09 16:17:42;
hu590;2023-06-09 16:21:10;
hu603;2023-06-09 16:25:41;
hu593;2023-06-09 16:31:51;
hu594;2023-06-09 16:39:41;
hu607;2023-06-09 16:43:07;
hu583;2023-06-09 16:45:26;
hu595;2023-06-09 16:46:34;
hu591;2023-06-09 16:49:10;
hu620;2023-06-09 16:53:18;
hu608;2023-06-09 16:59:22;
hu621;2023-06-09 18:09:01;
hu596;2023-06-09 18:25:55;
hu622;2023-06-09 18:36:17;
hu619;2023-06-09 18:48:35;
hu629;2023-06-12 07:53:31;
hu630;2023-06-12 07:58:56;
hu635;2023-06-12 09:10:51;
hu637;2023-06-12 09:11:39;
hu624;2023-06-12 09:15:04;
hu638;2023-06-12 09:21:23;
hu628;2023-06-12 09:27:57;
hu633;2023-06-12 09:29:08;
hu625;2023-06-12 09:32:04;
hu623;2023-06-12 09:35:32;
hu626;2023-06-12 09:37:49;
hu632;2023-06-12 09:38:40;
hu627;2023-06-12 09:41:21;
hu634;2023-06-12 09:43:52;
hu616;2023-06-12 09:48:28;
hu641;2023-06-12 09:49:12;
hu636;2023-06-12 09:49:59;
hu643;2023-06-12 09:55:15;
hu654;2023-06-12 10:56:00;
hu645;2023-06-12 10:57:28;
hu657;2023-06-12 11:58:56;
hu639;2023-06-12 11:59:30;
hu663;2023-06-12 14:03:46;
hu652;2023-06-12 14:05:12;
hu658;2023-06-12 14:07:28;
hu647;2023-06-12 14:08:22;
hu650;2023-06-12 14:15:35;
hu669;2023-06-12 14:20:37;
hu667;2023-06-12 14:24:01;
hu668;2023-06-12 14:27:21;
hu649;2023-06-12 14:32:09;
hu656;2023-06-12 14:33:18;
hu660;2023-06-12 14:37:19;
hu665;2023-06-12 14:42:27;
hu653;2023-06-12 14:45:41;
hu651;2023-06-12 14:46:25;
hu640;2023-06-12 14:48:52;
hu648;2023-06-12 14:54:21;
hu659;2023-06-12 14:56:24;
hu631;2023-06-12 14:57:23;
hu642;2023-06-12 15:57:44;
hu666;2023-06-12 16:58:04;
hu646;2023-06-12 18:06:01;
hu672;2023-06-13 07:08:59;
hu661;2023-06-13 07:19:50;
hu674;2023-06-13 07:21:06;
hu664;2023-06-13 07:29:05;
hu670;2023-06-13 07:30:32;
hu673;2023-06-13 07:41:04;
hu675;2023-06-13 07:44:18;
hu644;2023-06-13 07:48:08;
hu677;2023-06-13 07:51:48;
hu671;2023-06-13 07:57:44;
hu662;2023-06-13 08:59:06;
hu683;2023-06-13 10:01:30;
hu688;2023-06-13 10:07:30;
hu685;2023-06-13 10:11:24;
hu687;2023-06-13 10:14:46;
hu701;2023-06-13 10:18:53;
hu689;2023-06-13 10:23:37;
hu697;2023-06-13 10:27:03;
hu684;2023-06-13 10:27:53;
hu694;2023-06-13 10:28:53;
hu680;2023-06-13 10:30:30;
hu699;2023-06-13 10:33:32;
hu698;2023-06-13 10:37:04;
hu692;2023-06-13 10:40:16;
hu679;2023-06-13 10:42:38;
hu703;2023-06-13 10:48:02;
hu678;2023-06-13 10:50:32;
hu682;2023-06-13 10:55:56;
hu693;2023-06-13 11:56:31;
hu691;2023-06-13 11:57:40;
hu676;2023-06-13 14:00:58;
hu681;2023-06-13 14:04:10;
hu686;2023-06-13 14:07:03;
hu704;2023-06-13 14:12:16;
hu690;2023-06-13 14:13:05;
hu700;2023-06-13 14:17:40;
hu695;2023-06-13 14:18:25;
hu705;2023-06-13 14:25:57;
hu655;2023-06-13 14:32:48;
hu702;2023-06-13 14:39:39;
hu696;2023-06-13 14:40:11;
hu706;2023-06-13 14:49:06;
hu711;2023-06-13 14:53:58;
hu714;2023-06-13 14:57:29;
hu716;2023-06-13 15:57:38;
hu709;2023-06-13 17:01:05;
hu722;2023-06-13 17:04:29;
hu719;2023-06-13 17:13:23;
hu717;2023-06-13 17:18:35;
hu731;2023-06-13 17:23:39;
hu733;2023-06-13 17:31:57;
hu729;2023-06-13 17:44:08;
hu732;2023-06-13 17:50:01;
hu735;2023-06-13 17:54:34;
hu713;2023-06-13 18:55:25;
hu708;2023-06-14 07:59:02;
hu710;2023-06-14 09:06:11;
hu718;2023-06-14 09:10:55;
hu721;2023-06-14 09:11:50;
hu725;2023-06-14 09:14:58;
hu720;2023-06-14 09:17:35;
hu728;2023-06-14 09:19:04;
hu712;2023-06-14 09:25:02;
hu727;2023-06-14 09:27:31;
hu730;2023-06-14 09:32:51;
hu736;2023-06-14 09:35:22;
hu726;2023-06-14 09:36:32;
hu724;2023-06-14 09:42:07;
hu707;2023-06-14 09:43:43;
hu723;2023-06-14 09:45:14;
hu734;2023-06-14 09:50:06;
hu738;2023-06-14 09:50:38;
hu741;2023-06-14 09:53:55;
hu737;2023-06-14 10:55:36;
hu747;2023-06-14 11:56:15;
hu755;2023-06-14 13:57:09;
hu740;2023-06-14 14:58:10;
hu760;2023-06-14 15:59:28;
hu763;2023-06-14 17:04:36;
hu749;2023-06-14 17:12:47;
hu742;2023-06-14 17:22:12;
hu739;2023-06-14 17:32:01;
hu756;2023-06-14 17:46:15;
hu754;2023-06-14 17:56:16;
hu751;2023-06-14 18:56:54;
hu746;2023-06-15 08:01:41;
hu744;2023-06-15 08:04:53;
hu752;2023-06-15 08:07:57;
hu762;2023-06-15 08:10:13;
hu748;2023-06-15 08:13:02;
hu758;2023-06-15 08:15:35;
hu753;2023-06-15 08:18:18;
hu759;2023-06-15 08:21:31;
hu761;2023-06-15 08:31:25;
hu745;2023-06-15 08:42:44;
hu743;2023-06-15 08:44:39;
hu767;2023-06-15 08:52:12;
hu757;2023-06-15 08:56:16;
hu773;2023-06-15 09:56:21;
hu750;2023-06-15 10:59:02;
hu766;2023-06-15 12:01:10;
hu769;2023-06-15 13:07:44;
hu772;2023-06-15 13:16:04;
hu715;2023-06-15 13:17:09;
hu768;2023-06-15 13:18:35;
hu778;2023-06-15 13:19:30;
hu783;2023-06-15 13:24:20;
hu770;2023-06-15 13:25:29;
hu777;2023-06-15 13:26:32;
hu775;2023-06-15 13:29:46;
hu776;2023-06-15 13:30:24;
