ocel_event_id;ocel_object_id;ocel_qualifier
load_veh_cr9;cr9;CR loaded
load_veh_cr9;fl2;FL moved
load_veh_cr9;vh3;VH laded
to_bay_cr8;cr8;CR brought to bay
to_bay_cr8;fl1;FL moved
collect_hu92;hu92;HU collected
to_bay_cr7;cr7;CR brought to bay
to_bay_cr7;fl2;FL moved
collect_hu89;hu89;HU collected
load_veh_cr10;cr10;CR loaded
load_veh_cr10;fl3;FL moved
load_veh_cr10;vh3;VH laded
collect_hu102;hu102;HU collected
load_truck_hu97;hu97;HU loaded
load_truck_hu97;cr35;CR laded
load_truck_hu97;tr1;TR laded
load_veh_cr7;cr7;CR loaded
load_veh_cr7;fl2;FL moved
load_veh_cr7;vh3;VH laded
load_truck_hu89;hu89;HU loaded
load_truck_hu89;cr45;CR laded
load_truck_hu89;tr5;TR laded
load_truck_hu79;hu79;HU loaded
load_truck_hu79;cr27;CR laded
load_truck_hu79;tr6;TR laded
load_truck_hu83;hu83;HU loaded
load_truck_hu83;cr27;CR laded
load_truck_hu83;tr6;TR laded
load_truck_hu92;hu92;HU loaded
load_truck_hu92;cr3;CR laded
load_truck_hu92;tr2;TR laded
load_truck_hu94;hu94;HU loaded
load_truck_hu94;cr3;CR laded
load_truck_hu94;tr2;TR laded
collect_hu106;hu106;HU collected
load_veh_cr8;cr8;CR loaded
load_veh_cr8;fl1;FL moved
load_veh_cr8;vh3;VH laded
order_crs_td13;td13;ordered for TD
order_crs_td13;cr47;CRs ordered
order_crs_td13;cr46;CRs ordered
order_crs_td13;cr48;CRs ordered
order_crs_td13;cr49;CRs ordered
order_crs_td13;cr50;CRs ordered
load_truck_hu102;hu102;HU loaded
load_truck_hu102;cr31;CR laded
load_truck_hu102;tr4;TR laded
load_truck_hu106;hu106;HU loaded
load_truck_hu106;cr31;CR laded
load_truck_hu106;tr4;TR laded
collect_hu93;hu93;HU collected
collect_hu87;hu87;HU collected
load_truck_hu93;hu93;HU loaded
load_truck_hu93;cr3;CR laded
load_truck_hu93;tr2;TR laded
load_truck_hu87;hu87;HU loaded
load_truck_hu87;cr45;CR laded
load_truck_hu87;tr5;TR laded
collect_hu91;hu91;HU collected
collect_hu104;hu104;HU collected
load_truck_hu91;hu91;HU loaded
load_truck_hu91;cr3;CR laded
load_truck_hu91;tr2;TR laded
collect_hu84;hu84;HU collected
load_truck_hu104;hu104;HU loaded
load_truck_hu104;cr31;CR laded
load_truck_hu104;tr4;TR laded
load_truck_hu84;hu84;HU loaded
load_truck_hu84;cr30;CR laded
load_truck_hu84;tr3;TR laded
collect_hu105;hu105;HU collected
collect_hu98;hu98;HU collected
collect_hu86;hu86;HU collected
load_truck_hu98;hu98;HU loaded
load_truck_hu98;cr35;CR laded
load_truck_hu98;tr1;TR laded
load_truck_hu105;hu105;HU loaded
load_truck_hu105;cr31;CR laded
load_truck_hu105;tr4;TR laded
collect_hu100;hu100;HU collected
load_truck_hu86;hu86;HU loaded
load_truck_hu86;cr45;CR laded
load_truck_hu86;tr5;TR laded
collect_hu88;hu88;HU collected
load_truck_hu100;hu100;HU loaded
load_truck_hu100;cr35;CR laded
load_truck_hu100;tr1;TR laded
load_truck_hu88;hu88;HU loaded
load_truck_hu88;cr45;CR laded
load_truck_hu88;tr5;TR laded
collect_hu99;hu99;HU collected
load_truck_hu99;hu99;HU loaded
load_truck_hu99;cr35;CR laded
load_truck_hu99;tr1;TR laded
collect_hu101;hu101;HU collected
collect_hu107;hu107;HU collected
load_truck_hu101;hu101;HU loaded
load_truck_hu101;cr35;CR laded
load_truck_hu101;tr1;TR laded
load_truck_hu107;hu107;HU loaded
load_truck_hu107;cr31;CR laded
load_truck_hu107;tr4;TR laded
collect_hu90;hu90;HU collected
collect_hu78;hu78;HU collected
load_truck_hu90;hu90;HU loaded
load_truck_hu90;cr3;CR laded
load_truck_hu90;tr2;TR laded
collect_hu81;hu81;HU collected
load_truck_hu78;hu78;HU loaded
load_truck_hu78;cr27;CR laded
load_truck_hu78;tr6;TR laded
collect_hu82;hu82;HU collected
load_truck_hu81;hu81;HU loaded
load_truck_hu81;cr27;CR laded
load_truck_hu81;tr6;TR laded
collect_hu96;hu96;HU collected
collect_hu85;hu85;HU collected
load_truck_hu96;hu96;HU loaded
load_truck_hu96;cr35;CR laded
load_truck_hu96;tr1;TR laded
load_truck_hu82;hu82;HU loaded
load_truck_hu82;cr27;CR laded
load_truck_hu82;tr6;TR laded
collect_hu103;hu103;HU collected
load_truck_hu85;hu85;HU loaded
load_truck_hu85;cr45;CR laded
load_truck_hu85;tr5;TR laded
collect_hu80;hu80;HU collected
load_truck_hu103;hu103;HU loaded
load_truck_hu103;cr31;CR laded
load_truck_hu103;tr4;TR laded
load_truck_hu80;hu80;HU loaded
load_truck_hu80;cr27;CR laded
load_truck_hu80;tr6;TR laded
collect_hu95;hu95;HU collected
load_truck_hu95;hu95;HU loaded
load_truck_hu95;cr3;CR laded
load_truck_hu95;tr2;TR laded
drive_term_cr30;cr30;CR moved
drive_term_cr30;tr3;TR moved
collect_hu111;hu111;HU collected
pick_cr17;cr17;CR picked
create_td14;co18;TD created for CO
create_td14;td14;created TD
reg_co19;co19;registered CO
book_vehs_td14;td14;VHs booked for TD
book_vehs_td14;vh6;booked VHs
drive_term_cr45;cr45;CR moved
drive_term_cr45;tr5;TR moved
pick_cr4;cr4;CR picked
weigh_cr45;cr45;CR weighted
weigh_cr45;fl3;FL weighing
stock_cr45;cr45;CR stored
stock_cr45;fl3;FL moved
weigh_cr30;cr30;CR weighted
weigh_cr30;fl3;FL weighing
collect_hu109;hu109;HU collected
drive_term_cr35;cr35;CR moved
drive_term_cr35;tr1;TR moved
pick_cr18;cr18;CR picked
load_truck_hu111;hu111;HU loaded
load_truck_hu111;cr17;CR laded
load_truck_hu111;tr3;TR laded
drive_term_cr31;cr31;CR moved
drive_term_cr31;tr4;TR moved
pick_cr38;cr38;CR picked
drive_term_cr27;cr27;CR moved
drive_term_cr27;tr6;TR moved
pick_cr2;cr2;CR picked
drive_term_cr3;cr3;CR moved
drive_term_cr3;tr2;TR moved
pick_cr47;cr47;CR picked
stock_cr30;cr30;CR stored
stock_cr30;fl3;FL moved
collect_hu124;hu124;HU collected
collect_hu136;hu136;HU collected
collect_hu130;hu130;HU collected
collect_hu114;hu114;HU collected
weigh_cr35;cr35;CR weighted
weigh_cr35;fl2;FL weighing
load_truck_hu109;hu109;HU loaded
load_truck_hu109;cr17;CR laded
load_truck_hu109;tr3;TR laded
stock_cr35;cr35;CR stored
stock_cr35;fl2;FL moved
collect_hu132;hu132;HU collected
weigh_cr31;cr31;CR weighted
weigh_cr31;fl1;FL weighing
collect_hu131;hu131;HU collected
stock_cr31;cr31;CR stored
stock_cr31;fl1;FL moved
collect_hu143;hu143;HU collected
