ocel_id;ocel_type
hu318;Handling Unit
hu324;Handling Unit
hu322;Handling Unit
hu301;Handling Unit
hu319;Handling Unit
hu323;Handling Unit
hu289;Handling Unit
cr99;Container
hu329;Handling Unit
hu325;Handling Unit
td31;Transport Document
hu330;Handling Unit
hu328;Handling Unit
hu327;Handling Unit
hu326;Handling Unit
cr81;Container
hu335;Handling Unit
hu331;Handling Unit
hu333;Handling Unit
hu334;Handling Unit
hu332;Handling Unit
co36;Customer Order
cr64;Container
hu336;Handling Unit
cr95;Container
cr72;Container
cr78;Container
cr45;Container
cr100;Container
hu364;Handling Unit
hu359;Handling Unit
hu344;Handling Unit
hu343;Handling Unit
hu350;Handling Unit
hu354;Handling Unit
hu361;Handling Unit
hu362;Handling Unit
hu339;Handling Unit
hu348;Handling Unit
hu345;Handling Unit
hu358;Handling Unit
hu356;Handling Unit
hu360;Handling Unit
co37;Customer Order
vh4;Vehicle
hu363;Handling Unit
hu355;Handling Unit
hu346;Handling Unit
hu342;Handling Unit
hu341;Handling Unit
hu366;Handling Unit
hu352;Handling Unit
hu340;Handling Unit
hu347;Handling Unit
hu365;Handling Unit
hu338;Handling Unit
hu353;Handling Unit
hu337;Handling Unit
hu357;Handling Unit
hu351;Handling Unit
hu349;Handling Unit
td32;Transport Document
cr84;Container
hu371;Handling Unit
hu367;Handling Unit
cr106;Container
cr57;Container
hu373;Handling Unit
cr76;Container
cr77;Container
cr103;Container
hu370;Handling Unit
hu375;Handling Unit
hu386;Handling Unit
hu393;Handling Unit
hu382;Handling Unit
hu384;Handling Unit
hu376;Handling Unit
hu388;Handling Unit
hu402;Handling Unit
co38;Customer Order
hu368;Handling Unit
hu387;Handling Unit
hu378;Handling Unit
hu390;Handling Unit
hu395;Handling Unit
hu380;Handling Unit
hu399;Handling Unit
hu374;Handling Unit
hu400;Handling Unit
hu377;Handling Unit
td33;Transport Document
hu397;Handling Unit
hu381;Handling Unit
hu401;Handling Unit
hu385;Handling Unit
cr40;Container
co39;Customer Order
hu389;Handling Unit
hu396;Handling Unit
hu403;Handling Unit
hu379;Handling Unit
hu392;Handling Unit
hu372;Handling Unit
hu406;Handling Unit
hu398;Handling Unit
hu369;Handling Unit
hu405;Handling Unit
td34;Transport Document
hu404;Handling Unit
hu383;Handling Unit
hu391;Handling Unit
hu407;Handling Unit
hu394;Handling Unit
cr86;Container
hu410;Handling Unit
hu408;Handling Unit
cr112;Container
hu414;Handling Unit
cr107;Container
cr110;Container
cr66;Container
cr53;Container
co40;Customer Order
hu415;Handling Unit
hu418;Handling Unit
hu428;Handling Unit
hu438;Handling Unit
hu425;Handling Unit
cr96;Container
hu435;Handling Unit
hu421;Handling Unit
co41;Customer Order
hu432;Handling Unit
hu412;Handling Unit
hu431;Handling Unit
hu445;Handling Unit
hu427;Handling Unit
hu422;Handling Unit
hu417;Handling Unit
hu426;Handling Unit
hu437;Handling Unit
hu439;Handling Unit
hu411;Handling Unit
hu430;Handling Unit
hu442;Handling Unit
hu429;Handling Unit
hu443;Handling Unit
hu416;Handling Unit
hu413;Handling Unit
hu444;Handling Unit
hu440;Handling Unit
hu434;Handling Unit
hu423;Handling Unit
hu419;Handling Unit
hu436;Handling Unit
hu409;Handling Unit
hu433;Handling Unit
hu441;Handling Unit
hu424;Handling Unit
hu420;Handling Unit
hu448;Handling Unit
cr61;Container
hu450;Handling Unit
hu451;Handling Unit
cr63;Container
cr89;Container
cr90;Container
hu454;Handling Unit
vh5;Vehicle
cr85;Container
cr111;Container
co42;Customer Order
hu446;Handling Unit
td35;Transport Document
hu456;Handling Unit
hu469;Handling Unit
hu468;Handling Unit
hu449;Handling Unit
hu447;Handling Unit
hu463;Handling Unit
hu455;Handling Unit
hu461;Handling Unit
hu464;Handling Unit
cr109;Container
hu457;Handling Unit
hu466;Handling Unit
hu453;Handling Unit
hu462;Handling Unit
hu472;Handling Unit
hu471;Handling Unit
hu458;Handling Unit
cr47;Container
hu473;Handling Unit
hu470;Handling Unit
cr104;Container
td36;Transport Document
hu475;Handling Unit
hu476;Handling Unit
hu477;Handling Unit
hu479;Handling Unit
hu460;Handling Unit
hu467;Handling Unit
hu452;Handling Unit
hu465;Handling Unit
hu478;Handling Unit
co43;Customer Order
hu474;Handling Unit
hu459;Handling Unit
cr87;Container
hu485;Handling Unit
hu482;Handling Unit
hu481;Handling Unit
hu483;Handling Unit
hu480;Handling Unit
hu484;Handling Unit
cr31;Container
hu487;Handling Unit
cr93;Container
hu494;Handling Unit
hu489;Handling Unit
hu490;Handling Unit
hu492;Handling Unit
hu491;Handling Unit
hu493;Handling Unit
co44;Customer Order
hu495;Handling Unit
hu488;Handling Unit
hu486;Handling Unit
hu496;Handling Unit
td37;Transport Document
hu501;Handling Unit
cr80;Container
hu497;Handling Unit
hu502;Handling Unit
hu499;Handling Unit
hu498;Handling Unit
hu500;Handling Unit
co45;Customer Order
cr128;Container
hu507;Handling Unit
hu505;Handling Unit
hu504;Handling Unit
hu503;Handling Unit
hu506;Handling Unit
hu508;Handling Unit
td38;Transport Document
td39;Transport Document
cr137;Container
hu513;Handling Unit
hu512;Handling Unit
hu509;Handling Unit
hu514;Handling Unit
hu511;Handling Unit
hu510;Handling Unit
co46;Customer Order
td40;Transport Document
cr102;Container
hu519;Handling Unit
cr131;Container
cr136;Container
td41;Transport Document
hu526;Handling Unit
hu524;Handling Unit
hu529;Handling Unit
cr135;Container
hu523;Handling Unit
hu516;Handling Unit
hu530;Handling Unit
hu522;Handling Unit
hu534;Handling Unit
hu535;Handling Unit
hu536;Handling Unit
hu515;Handling Unit
hu528;Handling Unit
hu520;Handling Unit
hu518;Handling Unit
hu525;Handling Unit
hu521;Handling Unit
hu533;Handling Unit
hu527;Handling Unit
hu531;Handling Unit
hu517;Handling Unit
hu532;Handling Unit
co47;Customer Order
td42;Transport Document
hu538;Handling Unit
cr142;Container
hu539;Handling Unit
hu540;Handling Unit
hu537;Handling Unit
hu541;Handling Unit
cr36;Container
hu543;Handling Unit
hu545;Handling Unit
hu542;Handling Unit
hu544;Handling Unit
cr97;Container
hu549;Handling Unit
hu547;Handling Unit
hu550;Handling Unit
hu551;Handling Unit
co48;Customer Order
hu548;Handling Unit
cr130;Container
cr23;Container
hu554;Handling Unit
hu546;Handling Unit
hu552;Handling Unit
hu557;Handling Unit
hu559;Handling Unit
hu556;Handling Unit
hu553;Handling Unit
hu555;Handling Unit
hu558;Handling Unit
td43;Transport Document
hu562;Handling Unit
cr141;Container
co49;Customer Order
hu560;Handling Unit
cr146;Container
cr62;Container
cr114;Container
hu583;Handling Unit
hu582;Handling Unit
hu568;Handling Unit
hu577;Handling Unit
hu570;Handling Unit
hu571;Handling Unit
hu580;Handling Unit
hu579;Handling Unit
hu564;Handling Unit
hu573;Handling Unit
cr152;Container
hu566;Handling Unit
vh6;Vehicle
hu578;Handling Unit
hu585;Handling Unit
hu572;Handling Unit
hu561;Handling Unit
hu575;Handling Unit
co50;Customer Order
hu584;Handling Unit
hu569;Handling Unit
hu567;Handling Unit
hu565;Handling Unit
hu576;Handling Unit
hu587;Handling Unit
hu563;Handling Unit
hu581;Handling Unit
hu574;Handling Unit
hu586;Handling Unit
hu588;Handling Unit
cr132;Container
hu591;Handling Unit
cr24;Container
hu598;Handling Unit
hu590;Handling Unit
hu596;Handling Unit
hu593;Handling Unit
hu600;Handling Unit
hu599;Handling Unit
hu594;Handling Unit
hu592;Handling Unit
hu589;Handling Unit
cr127;Container
hu604;Handling Unit
hu597;Handling Unit
hu595;Handling Unit
hu606;Handling Unit
hu601;Handling Unit
hu602;Handling Unit
hu603;Handling Unit
hu605;Handling Unit
co51;Customer Order
td44;Transport Document
cr138;Container
hu609;Handling Unit
cr145;Container
cr116;Container
cr151;Container
cr144;Container
cr55;Container
hu625;Handling Unit
hu633;Handling Unit
hu634;Handling Unit
hu632;Handling Unit
hu608;Handling Unit
hu639;Handling Unit
hu624;Handling Unit
hu629;Handling Unit
hu630;Handling Unit
hu621;Handling Unit
hu628;Handling Unit
hu631;Handling Unit
co52;Customer Order
hu615;Handling Unit
hu635;Handling Unit
hu636;Handling Unit
cr125;Container
hu611;Handling Unit
hu613;Handling Unit
hu622;Handling Unit
hu619;Handling Unit
hu616;Handling Unit
hu620;Handling Unit
hu618;Handling Unit
hu617;Handling Unit
hu626;Handling Unit
hu644;Handling Unit
hu614;Handling Unit
hu641;Handling Unit
hu638;Handling Unit
hu637;Handling Unit
cr147;Container
hu651;Handling Unit
hu649;Handling Unit
hu640;Handling Unit
cr118;Container
hu627;Handling Unit
hu607;Handling Unit
hu642;Handling Unit
hu656;Handling Unit
hu647;Handling Unit
hu623;Handling Unit
hu650;Handling Unit
hu612;Handling Unit
hu653;Handling Unit
hu610;Handling Unit
hu652;Handling Unit
cr155;Container
hu655;Handling Unit
hu648;Handling Unit
hu660;Handling Unit
cr123;Container
cr115;Container
hu670;Handling Unit
hu659;Handling Unit
co53;Customer Order
hu673;Handling Unit
hu668;Handling Unit
hu658;Handling Unit
hu645;Handling Unit
hu664;Handling Unit
hu661;Handling Unit
hu657;Handling Unit
hu662;Handling Unit
hu667;Handling Unit
hu669;Handling Unit
hu671;Handling Unit
hu665;Handling Unit
hu646;Handling Unit
hu674;Handling Unit
hu654;Handling Unit
hu643;Handling Unit
td45;Transport Document
hu666;Handling Unit
cr129;Container
co54;Customer Order
hu676;Handling Unit
hu672;Handling Unit
hu677;Handling Unit
hu678;Handling Unit
hu679;Handling Unit
hu663;Handling Unit
cr126;Container
cr83;Container
hu681;Handling Unit
hu691;Handling Unit
cr154;Container
hu690;Handling Unit
hu682;Handling Unit
hu693;Handling Unit
cr140;Container
hu684;Handling Unit
hu689;Handling Unit
hu694;Handling Unit
hu686;Handling Unit
hu697;Handling Unit
hu705;Handling Unit
hu683;Handling Unit
hu680;Handling Unit
hu702;Handling Unit
hu699;Handling Unit
hu685;Handling Unit
hu701;Handling Unit
hu687;Handling Unit
hu688;Handling Unit
hu704;Handling Unit
vh7;Vehicle
hu700;Handling Unit
hu696;Handling Unit
hu698;Handling Unit
hu703;Handling Unit
hu675;Handling Unit
hu692;Handling Unit
hu695;Handling Unit
td46;Transport Document
hu706;Handling Unit
cr149;Container
cr134;Container
cr156;Container
hu709;Handling Unit
hu721;Handling Unit
hu707;Handling Unit
hu720;Handling Unit
hu717;Handling Unit
hu715;Handling Unit
hu722;Handling Unit
hu712;Handling Unit
cr122;Container
cr143;Container
hu710;Handling Unit
td47;Transport Document
co55;Customer Order
cr91;Container
hu725;Handling Unit
hu716;Handling Unit
hu740;Handling Unit
hu713;Handling Unit
hu731;Handling Unit
hu735;Handling Unit
hu726;Handling Unit
hu738;Handling Unit
hu727;Handling Unit
hu728;Handling Unit
hu718;Handling Unit
hu729;Handling Unit
hu732;Handling Unit
hu741;Handling Unit
hu724;Handling Unit
hu737;Handling Unit
hu734;Handling Unit
hu719;Handling Unit
hu708;Handling Unit
co56;Customer Order
hu723;Handling Unit
hu714;Handling Unit
hu739;Handling Unit
hu711;Handling Unit
cr121;Container
hu730;Handling Unit
hu743;Handling Unit
hu736;Handling Unit
hu745;Handling Unit
cr21;Container
hu733;Handling Unit
hu752;Handling Unit
hu751;Handling Unit
cr157;Container
cr164;Container
cr124;Container
hu744;Handling Unit
hu756;Handling Unit
hu766;Handling Unit
hu763;Handling Unit
co57;Customer Order
hu762;Handling Unit
hu758;Handling Unit
hu748;Handling Unit
hu753;Handling Unit
hu742;Handling Unit
hu759;Handling Unit
hu750;Handling Unit
hu761;Handling Unit
hu754;Handling Unit
hu764;Handling Unit
hu765;Handling Unit
hu760;Handling Unit
td48;Transport Document
cr153;Container
cr67;Container
td49;Transport Document
cr113;Container
hu749;Handling Unit
hu783;Handling Unit
hu746;Handling Unit
hu755;Handling Unit
hu772;Handling Unit
hu770;Handling Unit
hu784;Handling Unit
hu781;Handling Unit
cr150;Container
hu774;Handling Unit
hu788;Handling Unit
hu771;Handling Unit
hu779;Handling Unit
hu769;Handling Unit
hu782;Handling Unit
hu777;Handling Unit
hu768;Handling Unit
hu778;Handling Unit
hu747;Handling Unit
hu775;Handling Unit
hu776;Handling Unit
hu785;Handling Unit
hu786;Handling Unit
cr167;Container
hu790;Handling Unit
hu757;Handling Unit
co58;Customer Order
hu793;Handling Unit
hu773;Handling Unit
hu789;Handling Unit
hu795;Handling Unit
cr168;Container
hu796;Handling Unit
hu794;Handling Unit
hu798;Handling Unit
hu797;Handling Unit
hu801;Handling Unit
hu792;Handling Unit
hu791;Handling Unit
hu802;Handling Unit
hu800;Handling Unit
hu767;Handling Unit
td50;Transport Document
hu799;Handling Unit
td51;Transport Document
hu780;Handling Unit
cr165;Container
hu787;Handling Unit
hu807;Handling Unit
hu804;Handling Unit
hu803;Handling Unit
hu806;Handling Unit
hu808;Handling Unit
cr160;Container
cr163;Container
hu814;Handling Unit
hu812;Handling Unit
hu811;Handling Unit
hu813;Handling Unit
hu817;Handling Unit
hu809;Handling Unit
co59;Customer Order
hu816;Handling Unit
cr171;Container
cr148;Container
cr133;Container
hu815;Handling Unit
hu819;Handling Unit
hu820;Handling Unit
hu810;Handling Unit
hu825;Handling Unit
hu821;Handling Unit
hu827;Handling Unit
td52;Transport Document
hu829;Handling Unit
hu824;Handling Unit
hu823;Handling Unit
hu805;Handling Unit
cr175;Container
hu822;Handling Unit
hu826;Handling Unit
hu830;Handling Unit
hu832;Handling Unit
cr98;Container
hu836;Handling Unit
hu834;Handling Unit
hu835;Handling Unit
hu818;Handling Unit
hu837;Handling Unit
hu831;Handling Unit
hu833;Handling Unit
hu828;Handling Unit
hu838;Handling Unit
cr179;Container
cr176;Container
cr178;Container
hu853;Handling Unit
hu842;Handling Unit
hu848;Handling Unit
hu850;Handling Unit
hu854;Handling Unit
hu839;Handling Unit
hu846;Handling Unit
hu851;Handling Unit
co60;Customer Order
hu855;Handling Unit
cr180;Container
hu847;Handling Unit
hu858;Handling Unit
hu860;Handling Unit
hu841;Handling Unit
hu845;Handling Unit
hu849;Handling Unit
hu843;Handling Unit
hu856;Handling Unit
hu859;Handling Unit
hu857;Handling Unit
hu840;Handling Unit
hu844;Handling Unit
hu852;Handling Unit
hu863;Handling Unit
cr162;Container
hu866;Handling Unit
hu864;Handling Unit
hu861;Handling Unit
hu865;Handling Unit
hu862;Handling Unit
hu869;Handling Unit
cr177;Container
hu867;Handling Unit
hu868;Handling Unit
hu870;Handling Unit
hu872;Handling Unit
co61;Customer Order
td53;Transport Document
hu871;Handling Unit
td54;Transport Document
td55;Transport Document
co62;Customer Order
cr159;Container
hu875;Handling Unit
cr88;Container
cr172;Container
cr119;Container
hu881;Handling Unit
hu876;Handling Unit
hu877;Handling Unit
hu888;Handling Unit
hu887;Handling Unit
hu882;Handling Unit
hu879;Handling Unit
hu880;Handling Unit
hu884;Handling Unit
hu874;Handling Unit
hu885;Handling Unit
hu889;Handling Unit
hu878;Handling Unit
hu873;Handling Unit
hu883;Handling Unit
hu886;Handling Unit
vh8;Vehicle
td56;Transport Document
co63;Customer Order
td57;Transport Document
cr108;Container
hu891;Handling Unit
hu892;Handling Unit
hu893;Handling Unit
hu894;Handling Unit
hu890;Handling Unit
hu895;Handling Unit
hu898;Handling Unit
cr161;Container
hu899;Handling Unit
hu896;Handling Unit
hu900;Handling Unit
hu901;Handling Unit
co64;Customer Order
hu897;Handling Unit
cr189;Container
cr197;Container
cr139;Container
cr204;Container
hu907;Handling Unit
hu912;Handling Unit
cr170;Container
cr195;Container
hu911;Handling Unit
hu924;Handling Unit
hu902;Handling Unit
hu917;Handling Unit
hu915;Handling Unit
hu909;Handling Unit
hu919;Handling Unit
hu913;Handling Unit
hu918;Handling Unit
hu922;Handling Unit
hu935;Handling Unit
hu927;Handling Unit
hu923;Handling Unit
hu933;Handling Unit
hu916;Handling Unit
co65;Customer Order
hu925;Handling Unit
td58;Transport Document
hu928;Handling Unit
hu921;Handling Unit
hu932;Handling Unit
hu908;Handling Unit
hu904;Handling Unit
hu926;Handling Unit
hu914;Handling Unit
hu903;Handling Unit
hu906;Handling Unit
hu929;Handling Unit
hu930;Handling Unit
cr193;Container
hu936;Handling Unit
hu934;Handling Unit
cr187;Container
hu941;Handling Unit
hu944;Handling Unit
co66;Customer Order
hu920;Handling Unit
td59;Transport Document
hu947;Handling Unit
hu943;Handling Unit
hu940;Handling Unit
hu910;Handling Unit
hu931;Handling Unit
hu946;Handling Unit
cr191;Container
hu939;Handling Unit
hu942;Handling Unit
cr120;Container
cr199;Container
co67;Customer Order
hu955;Handling Unit
td60;Transport Document
td61;Transport Document
td62;Transport Document
hu960;Handling Unit
hu959;Handling Unit
hu905;Handling Unit
hu953;Handling Unit
hu948;Handling Unit
hu957;Handling Unit
hu949;Handling Unit
hu937;Handling Unit
hu956;Handling Unit
cr209;Container
cr208;Container
hu970;Handling Unit
hu971;Handling Unit
hu972;Handling Unit
hu968;Handling Unit
hu951;Handling Unit
hu962;Handling Unit
hu967;Handling Unit
hu958;Handling Unit
hu954;Handling Unit
hu966;Handling Unit
hu964;Handling Unit
hu969;Handling Unit
hu945;Handling Unit
hu938;Handling Unit
vh9;Vehicle
cr183;Container
hu976;Handling Unit
hu965;Handling Unit
cr174;Container
cr211;Container
co68;Customer Order
hu985;Handling Unit
hu977;Handling Unit
hu963;Handling Unit
hu982;Handling Unit
hu950;Handling Unit
hu980;Handling Unit
hu975;Handling Unit
hu961;Handling Unit
hu973;Handling Unit
hu978;Handling Unit
hu986;Handling Unit
hu983;Handling Unit
hu952;Handling Unit
hu984;Handling Unit
cr202;Container
hu991;Handling Unit
hu990;Handling Unit
hu979;Handling Unit
hu992;Handling Unit
cr192;Container
hu998;Handling Unit
cr182;Container
hu1004;Handling Unit
hu988;Handling Unit
hu999;Handling Unit
hu981;Handling Unit
hu996;Handling Unit
hu989;Handling Unit
td63;Transport Document
hu1001;Handling Unit
co69;Customer Order
hu994;Handling Unit
cr201;Container
hu993;Handling Unit
hu1007;Handling Unit
hu1005;Handling Unit
hu1003;Handling Unit
hu1009;Handling Unit
hu974;Handling Unit
hu1008;Handling Unit
hu995;Handling Unit
hu1000;Handling Unit
hu987;Handling Unit
cr198;Container
hu1016;Handling Unit
hu1015;Handling Unit
cr117;Container
cr206;Container
hu1021;Handling Unit
hu997;Handling Unit
hu1019;Handling Unit
hu1006;Handling Unit
hu1010;Handling Unit
hu1020;Handling Unit
hu1018;Handling Unit
cr190;Container
hu1013;Handling Unit
hu1025;Handling Unit
hu1024;Handling Unit
hu1023;Handling Unit
cr184;Container
hu1033;Handling Unit
cr166;Container
hu1022;Handling Unit
