ocel_event_id;ocel_object_id;ocel_qualifier
load_truck_hu96;cr26;CR laded
load_truck_hu96;tr1;TR laded
collect_hu99;hu99;HU collected
collect_hu100;hu100;HU collected
load_truck_hu99;hu99;HU loaded
load_truck_hu99;cr26;CR laded
load_truck_hu99;tr1;TR laded
load_truck_hu85;hu85;HU loaded
load_truck_hu85;cr22;CR laded
load_truck_hu85;tr5;TR laded
load_truck_hu87;hu87;HU loaded
load_truck_hu87;cr22;CR laded
load_truck_hu87;tr5;TR laded
load_truck_hu84;hu84;HU loaded
load_truck_hu84;cr22;CR laded
load_truck_hu84;tr5;TR laded
book_vehs_td14;td14;VHs booked for TD
book_vehs_td14;vh9;booked VHs
collect_hu98;hu98;HU collected
load_truck_hu100;hu100;HU loaded
load_truck_hu100;cr19;CR laded
load_truck_hu100;tr3;TR laded
collect_hu83;hu83;HU collected
load_truck_hu98;hu98;HU loaded
load_truck_hu98;cr26;CR laded
load_truck_hu98;tr1;TR laded
collect_hu90;hu90;HU collected
load_truck_hu83;hu83;HU loaded
load_truck_hu83;cr22;CR laded
load_truck_hu83;tr5;TR laded
collect_hu104;hu104;HU collected
load_truck_hu90;hu90;HU loaded
load_truck_hu90;cr32;CR laded
load_truck_hu90;tr2;TR laded
load_truck_hu104;hu104;HU loaded
load_truck_hu104;cr19;CR laded
load_truck_hu104;tr3;TR laded
collect_hu103;hu103;HU collected
collect_hu95;hu95;HU collected
load_truck_hu103;hu103;HU loaded
load_truck_hu103;cr19;CR laded
load_truck_hu103;tr3;TR laded
collect_hu86;hu86;HU collected
load_truck_hu95;hu95;HU loaded
load_truck_hu95;cr26;CR laded
load_truck_hu95;tr1;TR laded
load_truck_hu86;hu86;HU loaded
load_truck_hu86;cr22;CR laded
load_truck_hu86;tr5;TR laded
collect_hu97;hu97;HU collected
load_truck_hu97;hu97;HU loaded
load_truck_hu97;cr26;CR laded
load_truck_hu97;tr1;TR laded
collect_hu88;hu88;HU collected
load_truck_hu88;hu88;HU loaded
load_truck_hu88;cr32;CR laded
load_truck_hu88;tr2;TR laded
collect_hu94;hu94;HU collected
load_truck_hu94;hu94;HU loaded
load_truck_hu94;cr26;CR laded
load_truck_hu94;tr1;TR laded
collect_hu82;hu82;HU collected
load_truck_hu82;hu82;HU loaded
load_truck_hu82;cr22;CR laded
load_truck_hu82;tr5;TR laded
collect_hu92;hu92;HU collected
load_truck_hu92;hu92;HU loaded
load_truck_hu92;cr32;CR laded
load_truck_hu92;tr2;TR laded
collect_hu89;hu89;HU collected
load_truck_hu89;hu89;HU loaded
load_truck_hu89;cr32;CR laded
load_truck_hu89;tr2;TR laded
collect_hu105;hu105;HU collected
load_truck_hu105;hu105;HU loaded
load_truck_hu105;cr19;CR laded
load_truck_hu105;tr3;TR laded
collect_hu102;hu102;HU collected
drive_term_cr22;cr22;CR moved
drive_term_cr22;tr5;TR moved
load_truck_hu102;hu102;HU loaded
load_truck_hu102;cr19;CR laded
load_truck_hu102;tr3;TR laded
collect_hu91;hu91;HU collected
load_truck_hu91;hu91;HU loaded
load_truck_hu91;cr32;CR laded
load_truck_hu91;tr2;TR laded
collect_hu101;hu101;HU collected
weigh_cr22;cr22;CR weighted
weigh_cr22;fl2;FL weighing
load_truck_hu101;hu101;HU loaded
load_truck_hu101;cr19;CR laded
load_truck_hu101;tr3;TR laded
collect_hu93;hu93;HU collected
load_truck_hu93;hu93;HU loaded
load_truck_hu93;cr32;CR laded
load_truck_hu93;tr2;TR laded
stock_cr22;cr22;CR stored
stock_cr22;fl2;FL moved
order_crs_td14;td14;ordered for TD
order_crs_td14;cr37;CRs ordered
order_crs_td14;cr38;CRs ordered
order_crs_td14;cr39;CRs ordered
order_crs_td14;cr40;CRs ordered
reg_co22;co22;registered CO
drive_term_cr26;cr26;CR moved
drive_term_cr26;tr1;TR moved
weigh_cr26;cr26;CR weighted
weigh_cr26;fl3;FL weighing
drive_term_cr32;cr32;CR moved
drive_term_cr32;tr2;TR moved
stock_cr26;cr26;CR stored
stock_cr26;fl3;FL moved
weigh_cr32;cr32;CR weighted
weigh_cr32;fl1;FL weighing
stock_cr32;cr32;CR stored
stock_cr32;fl1;FL moved
drive_term_cr19;cr19;CR moved
drive_term_cr19;tr3;TR moved
weigh_cr19;cr19;CR weighted
weigh_cr19;fl3;FL weighing
stock_cr19;cr19;CR stored
stock_cr19;fl3;FL moved
create_td15;co10;TD created for CO
create_td15;td15;created TD
create_td16;co21;TD created for CO
create_td16;td16;created TD
reg_co23;co23;registered CO
book_vehs_td15;td15;VHs booked for TD
book_vehs_td15;vh5;booked VHs
order_crs_td15;td15;ordered for TD
order_crs_td15;cr41;CRs ordered
order_crs_td15;cr42;CRs ordered
order_crs_td15;cr43;CRs ordered
order_crs_td15;cr44;CRs ordered
book_vehs_td16;td16;VHs booked for TD
book_vehs_td16;vh8;booked VHs
reg_co24;co24;registered CO
depart_vh2;vh2;VH departed
depart_vh2;cr33;CR departed
depart_vh2;cr14;CR departed
depart_vh2;cr12;CR departed
depart_vh2;cr13;CR departed
depart_vh2;cr16;CR departed
depart_vh2;td5;TD with CR departure
depart_vh2;td4;TD with CR departure
depart_vh2;td12;TD with CR departure
create_td17;co15;TD created for CO
create_td17;td17;created TD
book_vehs_td17;td17;VHs booked for TD
book_vehs_td17;vh3;booked VHs
book_vehs_td17;vh7;booked VHs
order_crs_td16;td16;ordered for TD
order_crs_td16;cr45;CRs ordered
order_crs_td16;cr46;CRs ordered
order_crs_td16;cr47;CRs ordered
order_crs_td17;td17;ordered for TD
order_crs_td17;cr48;CRs ordered
order_crs_td17;cr49;CRs ordered
order_crs_td17;cr50;CRs ordered
collect_hu109;hu109;HU collected
pick_cr48;cr48;CR picked
collect_hu111;hu111;HU collected
reg_co25;co25;registered CO
collect_hu106;hu106;HU collected
collect_hu108;hu108;HU collected
collect_hu110;hu110;HU collected
collect_hu107;hu107;HU collected
collect_hu113;hu113;HU collected
pick_cr27;cr27;CR picked
collect_hu114;hu114;HU collected
collect_hu112;hu112;HU collected
create_td18;co24;TD created for CO
create_td18;td18;created TD
collect_hu117;hu117;HU collected
load_truck_hu112;hu112;HU loaded
load_truck_hu112;cr27;CR laded
load_truck_hu112;tr6;TR laded
load_truck_hu114;hu114;HU loaded
load_truck_hu114;cr27;CR laded
load_truck_hu114;tr6;TR laded
collect_hu115;hu115;HU collected
load_truck_hu113;hu113;HU loaded
load_truck_hu113;cr27;CR laded
load_truck_hu113;tr6;TR laded
load_truck_hu117;hu117;HU loaded
load_truck_hu117;cr27;CR laded
load_truck_hu117;tr6;TR laded
load_truck_hu109;hu109;HU loaded
load_truck_hu109;cr48;CR laded
load_truck_hu109;tr5;TR laded
load_truck_hu111;hu111;HU loaded
load_truck_hu111;cr48;CR laded
load_truck_hu111;tr5;TR laded
